Server ID,Energy Consumption (kWh),Cooling Efficiency (%),Power Usage Effectiveness (PUE),Timestamp,Server Location,Server Type,Energy Source,Cooling System Type,Energy Cost (€),Carbon Emissions (kg CO2),Maintenance Status,Energy Savings Target (%),Peak Energy Usage (kWh),Off-Peak Energy Usage (kWh),Year,Month,Day
Server-1109,392.62,59,1.98,2022-03-10 10:23:49,Rome,Enterprise,Battery Backup,Phase Change Cooling,84.88,404.71,Out of Service,30,1105.0,201.0,2022,3,10
Server-1110,377.83,82,1.47,2022-05-19 04:34:44,Lisbon,Edge,Grid,Evaporative Cooling,90.48,102.34,Needs Maintenance,24,990.0,168.0,2022,5,19
Server-1111,351.12,85,1.87,2024-04-09 13:29:01,Amsterdam,Network Node,Solar,Thermoelectric Cooling,158.16,132.71,Active,21,1044.0,151.0,2024,4,9
Server-1112,640.11,52,1.85,2021-07-25 05:10:30,Rome,Mainframe,Grid,Phase Change Cooling,144.55,336.78,Active,16,895.0,248.0,2021,7,25
Server-1113,619.91,54,1.51,2022-11-26 14:37:35,Stockholm,Network Node,Battery Backup,Evaporative Cooling,93.41,254.73,Active,18,1023.0,159.0,2022,11,26
Server-1114,640.35,61,1.71,2023-04-29 05:10:57,Amsterdam,Cloud,Grid,Compressor Cooling,131.42,408.75,Active,18,972.0,270.0,2023,4,29
Server-1115,500.67,93,1.19,2021-10-08 08:53:42,Lisbon,Cloud,Solar,Evaporative Cooling,82.48,86.66,Active,15,987.0,164.0,2021,10,8
Server-1116,463.61,62,1.69,2021-02-13 15:37:45,London,Network Node,Wind,Peltier Cooling,164.65,123.39,Inactive,30,1030.0,125.0,2021,2,13
Server-1117,466.34,73,1.27,2023-02-17 18:14:30,Germany,Mainframe,Hydro,Liquid Cooling,239.63,111.26,Inactive,20,988.0,226.0,2023,2,17
Server-1118,653.17,93,1.83,2022-10-10 10:44:54,Berlin,Mainframe,Wind,Fan Cooling,128.52,103.91,Under Repair,33,919.0,178.0,2022,10,10
Server-1119,226.98,81,1.08,2024-11-06 01:58:44,Lisbon,Mainframe,Solar,Fan Cooling,137.05,533.1,Out of Service,19,1076.0,121.0,2024,11,6
Server-1120,422.83,65,1.77,2023-08-11 23:09:22,Germany,Network Node,Wind,Heat Pipe Cooling,148.5,186.44,Inactive,20,927.0,213.0,2023,8,11
Server-1121,366.9,81,1.1,2020-03-12 18:50:58,Paris,Network Node,Solar,Peltier Cooling,92.77,113.87,Active,21,958.0,135.0,2020,3,12
Server-1122,703.98,94,1.88,2022-10-18 04:01:55,London,Enterprise,Solar,Heat Pipe Cooling,47.86,487.2,Needs Maintenance,19,1006.0,101.0,2022,10,18
Server-1123,428.38,86,1.3,2022-06-10 03:02:04,Dublin,Cloud,Battery Backup,Liquid Cooling,115.84,197.09,Needs Maintenance,15,1007.0,234.0,2022,6,10
Server-1124,254.6,85,1.65,2022-03-28 14:00:01,Stockholm,Edge,Grid,Compressor Cooling,115.57,242.07,Active,16,1021.0,274.0,2022,3,28
Server-1125,533.51,70,1.49,2022-05-28 12:09:53,Germany,Edge,Grid,Liquid Cooling,83.54,122.71,Inactive,24,1007.0,180.0,2022,5,28
Server-1126,444.48,61,1.37,2024-11-05 21:05:04,Lisbon,Cloud,Grid,Heat Pipe Cooling,128.0,255.01,Inactive,16,1057.0,261.0,2024,11,5
Server-1127,416.46,70,1.65,2020-09-02 18:53:50,Dublin,Backup Server,Battery Backup,Evaporative Cooling,168.84,139.09,Under Repair,34,1025.0,240.0,2020,9,2
Server-1128,401.0,70,1.95,2023-12-28 08:57:55,Rome,Enterprise,Wind,Phase Change Cooling,175.24,407.35,Active,28,941.0,233.0,2023,12,28
Server-1129,395.08,92,1.04,2023-03-07 12:33:14,Paris,Cloud,Grid,Peltier Cooling,179.29,123.22,Inactive,21,870.0,192.0,2023,3,7
Server-1130,606.28,55,1.92,2021-04-13 11:35:21,Paris,Enterprise,Battery Backup,Liquid Cooling,113.36,641.31,Retired,24,1008.0,170.0,2021,4,13
Server-1131,533.57,58,1.61,2021-09-18 18:08:14,Rome,Backup Server,Grid,Liquid Cooling,158.63,138.8,Active,22,1073.0,217.0,2021,9,18
Server-1132,470.31,50,1.81,2020-08-21 07:15:29,Paris,Enterprise,Battery Backup,Compressor Cooling,120.5,146.6,Active,15,937.0,232.0,2020,8,21
Server-1133,335.26,61,1.38,2023-10-13 17:39:50,Dublin,Mainframe,Wind,Heat Pipe Cooling,147.35,429.62,Under Repair,22,948.0,137.0,2023,10,13
Server-1134,474.67,63,1.47,2024-08-28 12:43:50,Dublin,Cloud,Grid,Thermoelectric Cooling,77.17,91.21,Active,30,1018.0,184.0,2024,8,28
Server-1135,539.09,55,1.87,2022-06-16 23:45:31,Berlin,Edge,Grid,Liquid Cooling,142.74,198.13,Out of Service,28,1024.0,191.0,2022,6,16
Server-1136,544.8,50,1.41,2022-06-21 12:10:11,Amsterdam,Network Node,Grid,Evaporative Cooling,83.07,72.35,Under Repair,33,1056.0,186.0,2022,6,21
Server-1137,524.13,71,1.53,2024-06-13 04:14:44,Lisbon,Backup Server,Geothermal,Phase Change Cooling,151.35,407.07,Active,24,1082.0,166.0,2024,6,13
Server-1138,361.61,83,1.02,2024-09-06 15:41:41,Germany,Backup Server,Grid,Evaporative Cooling,115.71,458.74,Needs Maintenance,32,1012.0,133.0,2024,9,6
Server-1139,139.52,60,1.16,2023-03-30 20:41:51,Berlin,Network Node,Solar,Fan Cooling,185.25,485.66,Retired,16,954.0,185.0,2023,3,30
Server-1140,769.94,52,1.64,2024-05-10 07:02:10,Amsterdam,Cloud,Hydro,Heat Pipe Cooling,178.18,339.99,Retired,19,955.0,186.0,2024,5,10
Server-1141,303.55,91,1.72,2021-06-28 12:48:03,Dublin,Network Node,Grid,Evaporative Cooling,88.79,152.88,Needs Maintenance,16,973.0,176.0,2021,6,28
Server-1142,205.26,55,1.58,2025-01-15 15:06:33,London,Enterprise,Grid,Compressor Cooling,24.9,257.07,Active,34,1052.0,232.0,2025,1,15
Server-1143,519.58,55,1.14,2021-11-07 08:20:37,Berlin,Network Node,Solar,Phase Change Cooling,60.3,187.64,Active,17,975.0,132.0,2021,11,7
Server-1144,243.72,69,1.45,2024-01-19 07:36:11,Vienna,Enterprise,Biomass,Heat Pipe Cooling,123.37,356.67,Retired,23,1048.0,214.0,2024,1,19
Server-1145,379.28,70,1.36,2022-01-21 06:43:35,Paris,Enterprise,Wind,Evaporative Cooling,99.05,106.37,Needs Maintenance,25,924.0,110.0,2022,1,21
Server-1146,582.33,51,1.5,2020-06-11 22:09:49,Paris,Edge,Battery Backup,Liquid Cooling,107.65,303.25,Active,30,1014.0,197.0,2020,6,11
Server-1147,765.9,75,1.87,2022-08-29 23:42:53,Dublin,Network Node,Wind,Heat Pipe Cooling,95.04,136.15,Inactive,28,962.0,87.0,2022,8,29
Server-1148,558.13,80,1.78,2024-07-26 14:08:38,Amsterdam,Edge,Battery Backup,Evaporative Cooling,101.71,197.24,Active,28,1026.0,156.0,2024,7,26
Server-1149,434.13,75,1.08,2023-01-21 22:55:46,Stockholm,Network Node,Wind,Thermoelectric Cooling,88.33,474.54,Under Repair,34,987.0,199.0,2023,1,21
Server-1150,492.29,81,1.89,2021-09-11 07:33:52,Lisbon,Enterprise,Grid,Peltier Cooling,96.06,102.61,Under Repair,25,1040.0,129.0,2021,9,11
Server-1151,228.71,59,1.47,2022-07-17 11:57:17,Berlin,Network Node,Grid,Liquid Cooling,169.12,521.75,Needs Maintenance,25,978.0,129.0,2022,7,17
Server-1152,432.39,72,1.74,2021-07-18 01:07:29,Rome,Backup Server,Wind,Fan Cooling,192.05,78.41,Needs Maintenance,32,999.0,249.0,2021,7,18
Server-1153,432.53,55,1.14,2021-02-25 10:54:36,Vienna,Backup Server,Grid,Phase Change Cooling,74.43,129.95,Needs Maintenance,25,1040.0,120.0,2021,2,25
Server-1154,523.0,72,1.67,2023-10-01 13:29:12,Vienna,Edge,Solar,Heat Pipe Cooling,113.38,437.31,Active,28,995.0,194.0,2023,10,1
Server-1155,791.33,77,1.24,2021-01-27 02:22:30,Germany,Mainframe,Solar,Heat Pipe Cooling,93.75,449.5,Inactive,33,1003.0,274.0,2021,1,27
Server-1156,209.48,79,1.44,2024-02-26 07:29:12,Vienna,Backup Server,Wind,Evaporative Cooling,120.02,105.62,Active,32,1038.0,207.0,2024,2,26
Server-1157,438.85,63,1.02,2021-12-14 15:27:49,Paris,Edge,Geothermal,Fan Cooling,159.85,236.09,Needs Maintenance,18,996.0,201.0,2021,12,14
Server-1158,224.97,86,1.15,2022-09-23 22:33:09,Lisbon,Mainframe,Wind,Compressor Cooling,89.03,107.86,Needs Maintenance,27,921.0,164.0,2022,9,23
Server-1159,424.5,81,1.09,2023-01-20 00:18:50,Dublin,Cloud,Battery Backup,Evaporative Cooling,111.92,506.25,Needs Maintenance,16,971.0,164.0,2023,1,20
Server-1160,370.31,83,1.24,2020-12-27 16:51:37,Vienna,Edge,Wind,Evaporative Cooling,150.43,610.38,Active,33,904.0,192.0,2020,12,27
Server-1161,275.85,90,1.1,2023-07-01 02:34:49,Rome,Backup Server,Grid,Compressor Cooling,98.89,64.14,Inactive,23,988.0,100.0,2023,7,1
Server-1162,636.96,93,1.69,2023-06-25 05:57:00,Berlin,Backup Server,Grid,Thermoelectric Cooling,98.54,97.33,Active,25,1024.0,251.0,2023,6,25
Server-1163,538.35,71,1.03,2020-07-04 01:20:49,Amsterdam,Network Node,Wind,Compressor Cooling,237.91,180.1,Needs Maintenance,31,1006.0,210.0,2020,7,4
Server-1164,619.38,80,1.62,2023-01-13 21:40:38,Lisbon,Mainframe,Battery Backup,Compressor Cooling,174.01,313.31,Out of Service,19,1070.0,113.0,2023,1,13
Server-1165,420.25,56,1.14,2022-07-03 05:55:38,Germany,Backup Server,Grid,Phase Change Cooling,169.98,303.24,Retired,23,1064.0,251.0,2022,7,3
Server-1166,489.39,90,1.95,2021-05-16 07:31:33,Vienna,Network Node,Grid,Compressor Cooling,125.76,240.5,Needs Maintenance,30,1013.0,234.0,2021,5,16
Server-1167,739.2,70,1.93,2024-01-14 11:46:07,Paris,Mainframe,Wind,Peltier Cooling,71.01,187.36,Active,26,880.0,222.0,2024,1,14
Server-1168,499.59,65,1.23,2020-05-07 00:32:57,Stockholm,Edge,Grid,Compressor Cooling,123.1,168.01,Needs Maintenance,15,1034.0,312.0,2020,5,7
Server-1169,621.19,69,1.61,2021-11-27 18:18:11,London,Edge,Hydro,Liquid Cooling,121.77,402.38,Needs Maintenance,31,961.0,205.0,2021,11,27
Server-1170,407.38,92,1.03,2023-04-10 19:59:49,Amsterdam,Network Node,Wind,Liquid Cooling,142.92,120.87,Out of Service,28,1044.0,277.0,2023,4,10
Server-1171,607.4,93,1.93,2020-08-20 10:57:53,Rome,Edge,Solar,Compressor Cooling,123.61,475.41,Active,21,1016.0,201.0,2020,8,20
Server-1172,417.66,68,1.52,2024-02-12 15:22:12,Berlin,Network Node,Battery Backup,Phase Change Cooling,141.53,262.33,Inactive,30,1033.0,223.0,2024,2,12
Server-1173,215.54,81,1.04,2023-08-06 09:45:12,Germany,Enterprise,Grid,Phase Change Cooling,126.31,401.82,Under Repair,29,1025.0,172.0,2023,8,6
Server-1174,498.86,64,1.34,2022-05-07 03:16:25,Dublin,Mainframe,Solar,Fan Cooling,167.64,102.3,Out of Service,18,1120.0,106.0,2022,5,7
Server-1175,429.45,54,1.08,2024-06-13 16:42:03,London,Network Node,Wind,Phase Change Cooling,79.43,212.88,Active,29,1026.0,109.0,2024,6,13
Server-1176,256.28,60,1.39,2022-07-29 14:57:42,Berlin,Mainframe,Grid,Peltier Cooling,106.06,74.07,Active,31,936.0,196.0,2022,7,29
Server-1177,528.72,64,1.67,2021-06-30 15:32:09,Lisbon,Enterprise,Grid,Peltier Cooling,138.51,114.79,Needs Maintenance,16,1054.0,188.0,2021,6,30
Server-1178,365.97,78,1.47,2022-01-16 13:49:09,Stockholm,Mainframe,Battery Backup,Fan Cooling,132.45,229.37,Out of Service,22,978.0,141.0,2022,1,16
Server-1179,963.9,94,1.38,2021-08-13 21:06:44,Dublin,Network Node,Battery Backup,Compressor Cooling,13.13,459.61,Needs Maintenance,20,1067.0,186.0,2021,8,13
Server-1180,280.33,53,1.12,2021-11-11 05:24:42,Berlin,Edge,Wind,Phase Change Cooling,122.8,153.12,Needs Maintenance,21,1077.0,223.0,2021,11,11
Server-1181,318.06,85,1.24,2023-05-28 17:24:24,Berlin,Mainframe,Grid,Liquid Cooling,95.09,296.51,Needs Maintenance,30,1031.0,265.0,2023,5,28
Server-1182,630.43,72,1.1,2022-03-31 04:21:02,Stockholm,Mainframe,Grid,Fan Cooling,46.59,78.42,Needs Maintenance,19,936.0,165.0,2022,3,31
Server-1183,480.05,64,1.81,2024-10-01 13:57:11,London,Backup Server,Solar,Liquid Cooling,118.46,110.53,Inactive,32,977.0,220.0,2024,10,1
Server-1184,627.38,93,1.14,2020-02-06 07:42:25,Berlin,Backup Server,Solar,Peltier Cooling,84.19,98.83,Retired,34,1067.0,287.0,2020,2,6
Server-1185,557.06,52,1.6,2025-03-04 19:52:43,Dublin,Enterprise,Grid,Evaporative Cooling,84.57,127.4,Under Repair,25,1100.0,238.0,2025,3,4
Server-1186,412.65,81,1.34,2021-02-06 13:21:48,Amsterdam,Cloud,Solar,Thermoelectric Cooling,134.49,557.22,Out of Service,16,1003.0,162.0,2021,2,6
Server-1187,293.14,59,1.23,2021-06-20 15:11:21,Berlin,Edge,Grid,Peltier Cooling,85.2,449.4,Needs Maintenance,21,986.0,205.0,2021,6,20
Server-1188,660.66,89,1.64,2023-06-26 23:17:52,Berlin,Network Node,Solar,Peltier Cooling,111.45,460.41,Needs Maintenance,29,941.0,209.0,2023,6,26
Server-1189,306.73,87,1.46,2023-12-31 13:29:56,Berlin,Enterprise,Geothermal,Liquid Cooling,140.01,124.84,Needs Maintenance,23,942.0,232.0,2023,12,31
Server-1190,583.84,71,1.4,2021-02-08 13:38:35,Paris,Network Node,Wind,Compressor Cooling,86.48,224.13,Needs Maintenance,16,1012.0,202.0,2021,2,8
Server-1191,637.85,63,1.59,2022-11-05 12:14:53,Dublin,Network Node,Wind,Phase Change Cooling,70.21,388.11,Active,18,1035.0,224.0,2022,11,5
Server-1192,480.96,66,1.49,2022-07-29 10:42:17,Germany,Mainframe,Battery Backup,Peltier Cooling,73.81,456.63,Under Repair,29,926.0,251.0,2022,7,29
Server-1193,454.38,70,1.3,2022-11-16 05:42:13,Berlin,Enterprise,Grid,Phase Change Cooling,135.97,166.2,Inactive,22,1041.0,147.0,2022,11,16
Server-1194,352.44,64,1.56,2022-10-06 02:15:30,Lisbon,Enterprise,Solar,Thermoelectric Cooling,147.74,369.25,Retired,18,1069.0,134.0,2022,10,6
Server-1195,569.41,64,1.67,2023-10-15 19:47:16,Stockholm,Backup Server,Wind,Heat Pipe Cooling,138.64,132.78,Active,22,1032.0,230.0,2023,10,15
Server-1196,43.11,50,1.03,2022-11-09 05:11:14,Stockholm,Edge,Hydro,Thermoelectric Cooling,146.28,103.63,Active,21,1083.0,192.0,2022,11,9
Server-1197,607.36,73,1.47,2020-10-12 20:40:12,Paris,Cloud,Biomass,Thermoelectric Cooling,172.55,377.03,Under Repair,27,1018.0,243.0,2020,10,12
Server-1198,517.92,61,1.06,2021-12-11 15:19:48,Rome,Network Node,Hydro,Compressor Cooling,132.16,539.64,Out of Service,19,1018.0,254.0,2021,12,11
Server-1199,466.58,59,1.19,2023-05-06 20:52:42,Lisbon,Edge,Battery Backup,Thermoelectric Cooling,63.85,168.65,Active,34,1017.0,107.0,2023,5,6
Server-1200,536.35,91,1.56,2025-04-07 12:25:27,Lisbon,Backup Server,Geothermal,Evaporative Cooling,87.69,452.35,Active,32,1068.0,158.0,2025,4,7
Server-1201,293.97,91,1.87,2024-04-17 04:43:44,Dublin,Edge,Wind,Phase Change Cooling,74.04,159.14,Needs Maintenance,33,1027.0,194.0,2024,4,17
Server-1202,138.05,80,1.88,2024-08-18 19:47:22,London,Network Node,Battery Backup,Liquid Cooling,103.85,370.79,Retired,25,974.0,149.0,2024,8,18
Server-1203,570.29,60,1.07,2020-07-13 03:24:34,Amsterdam,Mainframe,Wind,Fan Cooling,108.32,160.56,Needs Maintenance,20,1021.0,176.0,2020,7,13
Server-1204,697.48,65,1.42,2021-08-09 23:03:33,Dublin,Mainframe,Solar,Peltier Cooling,204.24,119.29,Active,18,1022.0,136.0,2021,8,9
Server-1205,239.09,58,1.58,2025-03-31 09:25:05,Berlin,Network Node,Battery Backup,Compressor Cooling,157.92,63.75,Inactive,17,989.0,178.0,2025,3,31
Server-1206,342.13,63,1.15,2022-12-12 04:42:30,Paris,Backup Server,Solar,Thermoelectric Cooling,153.13,581.15,Out of Service,34,1051.0,152.0,2022,12,12
Server-1207,612.85,68,1.77,2025-04-06 09:29:34,Stockholm,Backup Server,Grid,Phase Change Cooling,109.56,352.02,Needs Maintenance,20,1005.0,217.0,2025,4,6
Server-1208,553.83,80,1.74,2022-04-04 13:59:03,Germany,Enterprise,Wind,Fan Cooling,113.26,493.61,Needs Maintenance,29,1035.0,245.0,2022,4,4
Server-1209,944.47,58,1.9,2021-05-12 04:59:17,Paris,Cloud,Wind,Liquid Cooling,48.98,334.19,Out of Service,17,1025.0,220.0,2021,5,12
Server-1210,661.35,85,1.01,2023-09-26 02:38:40,Rome,Mainframe,Wind,Thermoelectric Cooling,172.29,72.36,Active,31,964.0,330.0,2023,9,26
Server-1211,625.31,88,1.22,2022-09-16 20:01:13,Vienna,Cloud,Biomass,Phase Change Cooling,86.32,366.81,Needs Maintenance,16,951.0,247.0,2022,9,16
Server-1212,385.43,75,1.83,2024-03-30 02:55:31,Berlin,Edge,Battery Backup,Thermoelectric Cooling,64.92,55.94,Under Repair,30,964.0,245.0,2024,3,30
Server-1213,578.72,57,1.67,2021-09-01 16:34:43,Paris,Edge,Solar,Thermoelectric Cooling,92.02,153.33,Out of Service,31,996.0,196.0,2021,9,1
Server-1214,724.31,73,1.89,2025-01-13 23:16:34,Dublin,Network Node,Wind,Evaporative Cooling,101.14,349.22,Active,25,1080.0,185.0,2025,1,13
Server-1215,475.34,57,1.06,2024-06-07 11:58:42,Rome,Network Node,Geothermal,Peltier Cooling,70.9,512.12,Out of Service,18,998.0,264.0,2024,6,7
Server-1216,482.42,68,1.6,2023-12-14 01:44:19,London,Network Node,Battery Backup,Peltier Cooling,175.12,133.75,Needs Maintenance,26,1019.0,187.0,2023,12,14
Server-1217,521.2,79,1.57,2024-08-12 14:38:24,Dublin,Backup Server,Solar,Compressor Cooling,167.45,259.11,Under Repair,22,1044.0,202.0,2024,8,12
Server-1218,400.33,71,1.04,2022-05-31 17:14:50,Rome,Mainframe,Solar,Fan Cooling,98.85,450.35,Under Repair,17,982.0,191.0,2022,5,31
Server-1219,540.34,58,1.51,2024-09-03 05:37:00,Dublin,Cloud,Geothermal,Phase Change Cooling,35.75,199.55,Inactive,25,979.0,227.0,2024,9,3
Server-1220,536.6,93,1.61,2024-01-15 00:14:34,Stockholm,Edge,Wind,Peltier Cooling,86.64,113.48,Inactive,27,1053.0,245.0,2024,1,15
Server-1221,722.0,53,1.19,2022-12-16 21:28:01,Dublin,Cloud,Grid,Compressor Cooling,100.4,165.31,Out of Service,23,1028.0,253.0,2022,12,16
Server-1222,471.59,86,1.27,2022-11-05 13:14:01,Amsterdam,Mainframe,Battery Backup,Thermoelectric Cooling,128.95,138.13,Inactive,29,972.0,185.0,2022,11,5
Server-1223,601.21,57,1.64,2024-12-31 05:18:57,Berlin,Cloud,Hydro,Phase Change Cooling,148.6,402.82,Active,26,979.0,209.0,2024,12,31
Server-1224,476.07,50,1.47,2024-05-03 23:46:32,Germany,Cloud,Solar,Compressor Cooling,105.9,129.73,Active,24,1004.0,217.0,2024,5,3
Server-1225,595.96,77,1.86,2021-09-20 06:27:36,Berlin,Backup Server,Grid,Fan Cooling,111.78,269.72,Needs Maintenance,18,1016.0,273.0,2021,9,20
Server-1226,462.49,55,1.34,2025-02-21 17:27:28,Germany,Network Node,Solar,Evaporative Cooling,89.86,527.15,Active,21,1062.0,111.0,2025,2,21
Server-1227,586.02,85,1.27,2022-05-16 06:29:32,Germany,Backup Server,Wind,Compressor Cooling,115.43,159.08,Active,23,1027.0,201.0,2022,5,16
Server-1228,609.24,60,1.98,2020-02-14 20:35:54,Germany,Backup Server,Wind,Evaporative Cooling,118.21,133.78,Needs Maintenance,20,951.0,168.0,2020,2,14
Server-1229,340.0,54,1.91,2024-11-13 22:25:43,Amsterdam,Cloud,Grid,Evaporative Cooling,76.62,103.22,Out of Service,21,961.0,173.0,2024,11,13
Server-1230,665.36,73,1.03,2023-01-07 15:34:48,Stockholm,Cloud,Hydro,Peltier Cooling,107.63,335.64,Active,31,1015.0,157.0,2023,1,7
Server-1231,475.03,67,1.77,2021-10-29 19:40:34,Vienna,Backup Server,Wind,Peltier Cooling,127.64,373.27,Active,18,1007.0,227.0,2021,10,29
Server-1232,429.53,69,1.11,2020-11-24 04:52:18,Paris,Cloud,Geothermal,Liquid Cooling,155.92,83.71,Needs Maintenance,16,958.0,77.0,2020,11,24
Server-1233,393.5,77,1.03,2022-01-28 20:15:45,Berlin,Backup Server,Battery Backup,Phase Change Cooling,69.13,156.99,Active,31,1053.0,193.0,2022,1,28
Server-1234,544.73,62,1.27,2020-04-26 07:59:55,Dublin,Enterprise,Biomass,Fan Cooling,107.64,516.68,Out of Service,21,888.0,109.0,2020,4,26
Server-1235,499.31,54,1.27,2020-12-23 17:43:07,Rome,Backup Server,Wind,Thermoelectric Cooling,72.45,189.09,Active,25,1017.0,165.0,2020,12,23
Server-1236,555.62,79,1.82,2024-02-10 05:16:34,Paris,Edge,Wind,Liquid Cooling,105.03,112.11,Active,34,923.0,189.0,2024,2,10
Server-1237,558.53,50,1.71,2023-01-05 20:11:09,Germany,Edge,Solar,Heat Pipe Cooling,160.05,529.94,Out of Service,32,1044.0,180.0,2023,1,5
Server-1238,591.29,71,1.98,2020-09-18 05:02:45,Germany,Cloud,Grid,Thermoelectric Cooling,147.84,178.96,Active,21,987.0,234.0,2020,9,18
Server-1239,916.44,67,1.71,2023-10-10 12:58:25,Stockholm,Backup Server,Grid,Peltier Cooling,148.0,303.89,Active,32,1037.0,262.0,2023,10,10
Server-1240,505.95,54,1.42,2020-04-14 06:17:24,Lisbon,Backup Server,Solar,Phase Change Cooling,129.32,87.36,Needs Maintenance,33,980.0,298.0,2020,4,14
Server-1241,389.81,80,1.7,2023-12-16 16:15:39,Lisbon,Network Node,Solar,Liquid Cooling,185.16,165.75,Active,28,1066.0,200.0,2023,12,16
Server-1242,197.03,55,2.0,2023-05-07 20:29:52,Paris,Network Node,Battery Backup,Thermoelectric Cooling,104.32,104.43,Out of Service,22,907.0,258.0,2023,5,7
Server-1243,320.7,76,1.71,2021-08-10 13:10:36,Amsterdam,Network Node,Wind,Compressor Cooling,128.77,97.48,Active,21,1044.0,273.0,2021,8,10
Server-1244,685.3,74,1.76,2021-09-25 05:15:05,Dublin,Backup Server,Wind,Compressor Cooling,59.0,466.84,Needs Maintenance,15,970.0,176.0,2021,9,25
Server-1245,607.99,78,1.94,2020-06-01 04:00:08,Berlin,Backup Server,Solar,Compressor Cooling,82.76,73.03,Needs Maintenance,20,1019.0,262.0,2020,6,1
Server-1246,297.5,77,1.11,2021-02-26 19:47:02,Vienna,Edge,Solar,Heat Pipe Cooling,81.04,108.28,Needs Maintenance,18,1021.0,91.0,2021,2,26
Server-1247,869.63,65,1.7,2022-11-24 20:41:20,London,Mainframe,Grid,Evaporative Cooling,109.6,55.1,Needs Maintenance,30,930.0,215.0,2022,11,24
Server-1248,549.01,61,1.85,2023-04-18 06:56:27,London,Cloud,Grid,Peltier Cooling,185.2,93.47,Active,29,1050.0,280.0,2023,4,18
Server-1249,569.05,69,1.95,2022-10-24 14:12:47,Vienna,Edge,Wind,Compressor Cooling,148.67,100.35,Needs Maintenance,32,1020.0,205.0,2022,10,24
Server-1250,836.63,67,1.21,2021-02-21 04:32:18,Amsterdam,Network Node,Grid,Thermoelectric Cooling,112.87,290.6,Inactive,32,1006.0,190.0,2021,2,21
Server-1251,760.92,83,1.5,2021-11-24 10:15:58,London,Edge,Battery Backup,Phase Change Cooling,97.66,326.62,Under Repair,22,1019.0,190.0,2021,11,24
Server-1252,617.17,72,1.68,2021-03-25 04:10:56,Vienna,Edge,Grid,Phase Change Cooling,48.42,143.89,Needs Maintenance,24,1006.0,273.0,2021,3,25
Server-1253,624.38,94,1.25,2024-08-06 10:07:34,Berlin,Edge,Battery Backup,Peltier Cooling,151.54,87.25,Retired,19,1042.0,120.0,2024,8,6
Server-1254,638.42,76,1.6,2024-12-24 13:28:04,Germany,Network Node,Grid,Liquid Cooling,87.9,526.3,Inactive,21,976.0,180.0,2024,12,24
Server-1255,463.85,66,1.26,2020-08-25 11:39:49,London,Mainframe,Solar,Evaporative Cooling,117.21,136.18,Retired,31,1042.0,242.0,2020,8,25
Server-1256,543.02,70,1.33,2021-08-31 01:50:23,Dublin,Enterprise,Solar,Liquid Cooling,93.35,317.36,Needs Maintenance,20,1029.0,216.0,2021,8,31
Server-1257,586.15,89,1.44,2024-12-29 03:36:37,Dublin,Cloud,Grid,Liquid Cooling,86.14,301.27,Under Repair,25,991.0,259.0,2024,12,29
Server-1258,480.98,80,1.53,2023-11-10 23:20:49,Dublin,Cloud,Battery Backup,Compressor Cooling,90.24,153.7,Under Repair,24,1092.0,234.0,2023,11,10
Server-1259,355.19,52,1.45,2022-12-12 23:15:23,Germany,Edge,Wind,Liquid Cooling,134.85,384.66,Under Repair,21,1023.0,176.0,2022,12,12
Server-1260,460.08,66,1.49,2024-08-02 17:55:42,Stockholm,Mainframe,Grid,Thermoelectric Cooling,112.91,82.92,Out of Service,21,1010.0,229.0,2024,8,2
Server-1261,351.81,75,1.3,2020-10-09 03:47:22,Germany,Network Node,Grid,Thermoelectric Cooling,84.84,314.97,Needs Maintenance,24,1029.0,134.0,2020,10,9
Server-1262,509.66,72,1.16,2020-11-22 01:35:40,Germany,Enterprise,Wind,Peltier Cooling,91.38,78.62,Needs Maintenance,27,995.0,99.0,2020,11,22
Server-1263,232.93,55,1.05,2022-06-17 13:31:05,Germany,Enterprise,Wind,Heat Pipe Cooling,206.47,99.03,Under Repair,17,1060.0,169.0,2022,6,17
Server-1264,551.16,77,1.2,2023-07-04 18:21:19,Paris,Edge,Solar,Phase Change Cooling,187.44,150.69,Needs Maintenance,23,999.0,204.0,2023,7,4
Server-1265,255.31,57,1.58,2020-09-27 17:24:52,Lisbon,Edge,Grid,Phase Change Cooling,85.3,146.93,Active,19,1041.0,159.0,2020,9,27
Server-1266,439.48,94,1.79,2024-11-10 03:49:41,Berlin,Network Node,Solar,Phase Change Cooling,81.67,163.59,Needs Maintenance,30,947.0,209.0,2024,11,10
Server-1267,575.62,57,1.17,2020-01-18 15:21:42,Paris,Network Node,Geothermal,Peltier Cooling,97.07,130.33,Inactive,25,910.0,203.0,2020,1,18
